company,jobrequest,salary,tags,title
纽劢科技（上海）有限公司,"         1.1   岗位职责          负责面向无人驾驶应用的基于机器视觉和激光雷达等定位与感知方面的软件开发 ,1.2 职位要求          1.   非常喜欢编程，有很强的软件开发、优化和调试能力，精通C/C++语言       2.   有扎实的数学基础，精通常见的几何、统计学等       3.   对计算机体系结构有深刻的认识，能够开发高性能、实时运行的软件       4.   熟悉各种软件优化和并行化方法，熟悉常用的性能优化的库       5. ACM等编程竞赛获奖者      ",2-4万/月,上海-浦东新区  |  无工作经验  |  招1人  |  08-10发布,无人驾驶平台研发工程师
常州奥卡汽车设计有限公司,无人驾驶决策控制算法工程师；无人驾驶系统软件工程师；无人驾驶平台研发工程师；算法工程师；自动驾驶决策控制算法开发工程师；自动驾驶工程师;感知算法工程师,20-30万/年,常州-新北区  |  无工作经验  |  招若干人  |  08-12发布,无人驾驶工程师/自动驾驶工程师
广州海格通信集团股份有限公司,"1、负责无人驾驶相关系统接口开发；,2、负责相关传感器（相机、激光雷达、毫米波雷达、GNSS/INS）ROS接口的调试与开发；,3、负责无人车底盘控制接口开发；,4、参与ROS应用软件模块的设计与开发。,岗位要求：,1、计算机/电子信息工程/自动化/机器人学等相关专业，本科以上学历；,2、精通ROS系统远离并具有相应的产品开发经验；,3、精通C/C++，熟悉python、QT者优先；,4、熟悉嵌入式软件开发，有高性能嵌入式处理器开发经验者优先。",1-1.5万/月,广州  |  无工作经验  |  本科  |  招5人  |  08-13发布,无人驾驶系统接口开发工程师
纵目科技（上海）股份有限公司,"工作内容：,1、负责研究无人车在复杂道路以及停车场等环境中的策略与轨迹规划算法；,2、负责算法在嵌入式平台的实现、优化以及产品化；,岗位要求 – 必须:,1、有机器人或无人车规划算法相关经验；,2、具有良好的英文听说读写沟通能力；,3、学习能力强，求知欲强烈；,4、具有良好的团队合作意识、沟通能力、协调能力，能够承担工作压力；,5、精通C++、Matlab或者Python；,岗位要求 – 优先考虑:,熟悉开源机器人操作系统ROS，有相关开发经验；,Responsibility:,1.Research strategy and planning algorithms of autonomous driving car under complex road and parking garage environment;,2.Implement and optimize the algorithms in embedded system and push forward for production;,Need:,1.Related experience of Robot or autonomous driving;,2.Good English ability of reading, writing and speaking;,3.Strong study willing and ability;,4.Good teamwork, communication, collaboration, and pressure undertaken capability;,5.Familiar with C++, Matlab or Python;,Optional:,Familiar with open source algorithm libraries and ROS;",40-50万/年,北京-昌平区  |  无工作经验  |  本科  |  招1人  |  08-13发布,无人驾驶策略与规划算法工程师
深圳市速腾聚创科技有限公司,"（一）职责：,负责基于3D激光点云数据为主（融合视觉图像）和深度学习技术开发用于无人驾驶的环境感知技术，例如障碍物检测、分类、跟踪，可行驶区域检测，环境语义分割等。,（二）任职要求：,1. 硕士及以上学历，计算机科学、图像处理、模式识别、通信工程、应用数学等相关专业；,2. 熟悉机器学习基本理论，熟悉深度学习理论，扎实的概率统计、线性代数、数值优化基础；,3. 熟悉常用的深度学习检测、识别、语义分割网络框架，例如RCNN系列，FCN，SSD，YOLO等；,4. 有2年以上基于Caffe、TensorFlow、pyTorch、MXNet等至少其中之一的实践项目经验，丰富的神经网络训练、调优经验，包括数据清洗、扩增、样本均衡等数据处理经验，能够从零开始训练一个神经网络；,5. 具备3D数据处理尤其是3D感知项目经验的优先；,6. 在Kitti或者其它深度学习相关的竞赛上提交成绩并获得较高排名的优先；,7. 对深度学习技术充满热情，愿意接受挑战性的工作，具备良好的抗压能力和团队协作意识。",1.5-5万/月,深圳-南山区  |  2年经验  |  硕士  |  招3人  |  08-14发布  |  计算机科学 数学与应用数学,算法工程师（深度学习方向）
广州智联天下网络科技有限公司,"1、负责机器人等相关项目的外围电路方案设计及元器件选型,2、负责原理图及PCB设计，样板调试,3、负责软件编程,岗位要求：,１，大学本科以上学历，电子，通信，计算机等相关专业,２，两年以上ARM，FPGA，DSP中至少一种硬件开发经验，可以独立设计多层板,３，熟练使用至少一种EDA软件，熟悉各种布线规则,４，熟练使用各种硬件测试工具，有EMC经验,５，熟悉常用硬件接口和通讯协议,６，机器人相关行业从业者，有电机控制经验者优先,７，具备良好的沟通能力和团队协作精神,面试地址：广州市荔湾区花地大道北1号壹号国际文化广场二楼天眼科技。,地铁路线：地铁1号线芳村站D出口，出口往右手边不用过马路直走500米即到壹号国际文化广场,有意向者可联系杨小姐180 1185 6736固话：020-81688988",1-1.5万/月,广州-荔湾区  |  2年经验  |  招2人  |  08-14发布,嵌入式硬件工程师
苏州巨能图像检测技术有限公司,"职位要求:,1、计算机科学或相关专业本科以上学历，有扎实的编程基础知识；,2、熟悉项目开发流程，能够按照需求文档独立设计软件；,3、熟悉.NET，有使用C#进行实际项目开发的经验，具有winform开发经验；,4、熟悉MySQL或SQL Server数据库系统,5、有二年以上的软件项目开发经验；优秀的应届毕业也可。,6、具有良好的英文阅读和软件编写能力；,7、具有良好的沟通与团队合作能力，工作责任心强。,岗位职责,1.自动化项目软件需求分析、方案制定等,2.独立承担自动化软件开发工作,3.对于已开发模块的维护工作,4.无人驾驶系统的研发与维护,5.配合测试人员进行软件优化和升级的工作",1-1.5万/月,昆山  |  无工作经验  |  本科  |  招3人  |  08-14发布,高级软件工程师
新誉集团有限公司,"1、专业方向：车辆电气；研究领域：车辆系统设计、自动驾驶；,2、负责城轨交通智能化、大数据系统的现场调研、需求分析及项目立项；,3、参与城轨产品的应用设计，完成项目组分配的任务；,4、负责轨道车辆总体电气系统原理设计、分析及优化；,5、负责产品电气施工设计及关键物料的选型验证；,6、负责指导车辆网络控制及诊断逻辑设计；,7、负责城轨交通自动驾驶系统方案设计；,8、协助市场进行无人驾驶技术推广和技术交流；,9、负责无人驾驶项目的设计、生产、安装、调试的组织及协调。,  ,1、电气工程及电气自动化、电子及通信工程专业或机电类相关专业。,2、三年以上轨道交通车辆电气总体设计经验优先；,3、熟悉电气布线原理、常用电气元件及部件的应用及选型；,4、熟悉电气设计理论，掌握E3\PROE\Cadence等设计软件；,                                                    ,5、具有良好的分析和解决问题能力、计划组织能力、沟通和团队协作能力。",1-1.5万/月,常州  |  3-4年经验  |  本科  |  招5人  |  08-14发布,列车控制工程师
上海日恒国际贸易有限公司,"1.有输送设备的安装经验,2.有带领团队的管理经验,3.能够经常出差。",6-8千/月,南京-溧水区  |  2年经验  |  大专  |  招1人  |  08-14发布,安装主管
湖南千盟物联信息技术有限公司,"岗位职责：,1、负责大型仓储系统产品的库区规划、调度算法研究；,2、负责移动机车的无人驾驶方案；,3、负责大型移动机车控制系统方案设计、核心算法开发；,4、控制系统硬件选型，安装方案设计；,5、软件、硬件架构设计。,任职要求：,1、全日制统招硕士研究学历，控制/自动化极其相关专业；,2、具有扎实的控制理论基础，编写过智能控制算法者优先；,3、具有智能控制系统项目1年以上相关工作经验；,4、有较好的文档能力，与人沟通语言流畅、思路清晰；有工作热情，工作细致负责。,福利待遇：,1、享工作餐补贴；,2、享周末双休和国家法定节假日；,3、享节日福利；,4、公司为员工购买五险一金；,5、享年终奖。,6、公司注重栽培员工，提供开放、开明的事业平台。,联系电话：0731-89838093,联系地址：长沙市高新区麓谷大道627号新长海中心3栋507室",0.6-1.5万/月,长沙  |  1年经验  |  硕士  |  招1人  |  08-14发布,智能控制算法/控制理论算法工程师（物联）
上汽通用汽车有限公司,,,上海-浦东新区  |  无工作经验  |  本科  |  招若干人  |  08-14发布,人工智能开发应用工程师-上海
武汉东湖氢能源产业投资有限公司,"1、 负责汽车ADAS的工程化集成开发，系统结构设计与匹配，电气原理与系统集成；,2、 负责ADAS相关传感器、摄像头、控制器等零部件的选型、接口定义与性能规范的开发工作，供应商进度跟进；,3、 负责相关技术文件的编制与发布，包括对标分析报告、产品明细、2D/3D数据，包括DV/PV编制，试验跟踪，技术协议签订，工装样件认可等,；,4、 完成上级领导安排的其他工作。,任职资格：,1、 全日制本科及以上学历，机械电子、自动化、汽车工程等相关专业；,2、英语CET-4级或以上，具有良好的英语阅读能力；,3、熟悉国内供应商体系并了解国外零部件资源体系；,4、3年以上ADAS相关汽车电子或系统集成设计经验，整车或者零部件相关工作经验5年以上，有无人驾驶或主机厂ADAS项目开发经验优先；,5、具备测试实验设计、需求分析设计能力，良好的沟通与协调能力；,6、工作责任感强，有较好的钻研精神和团队合作意识；,7、熟练使用CATIA、AutoCAD等汽车设计软件和办公软件。",20-35万/年,武汉  |  5-7年经验  |  本科  |  招2人  |  08-14发布,ADAS系统高级工程师
广州星凯跃实业有限公司,"任职要求：,1、负责ADAS控制相关的算法设计、开发、仿真、优化；,2、负责控制算法技术难点攻克、前瞻性研究等；,3、负责控制算法的代码实现；,4、轨迹规划与跟随效果测试与评价；,5、关注相关领域技术动态，持续引入新技术。,岗位要求： ,1、本科以上学历，3年以上ADAS或自动驾驶相关工作经验;,2、具有无人驾驶相关技术设计与开发经验优先； ,3、具有车辆动力学、自动控制等相关知识优先； ,4、具备较好的编程能力，熟练掌握C/C++编程语言。 ",30-40万/年,广州  |  3-4年经验  |  本科  |  招2人  |  08-14发布,ADAS算法开发工程师
数据堂（北京）科技股份有限公司,"岗位职责：,1、深入了解和分析人脸、人体、无人驾驶等图像识别领域的技术现状和趋势,2、根据技术现状和趋势，规划需要的数据产品,3、拟定规划数据的详细制作标准,4、研发关键的图像识别算法,任职要求：,1、熟悉模式识别的原理；,2、自动化、模式识别等相关专业；,3、硕士学历以上或在图像行业有三年以上经验,4、对图像行业有深刻及前瞻性的了解;,5、积极外向、善于沟通。,人工智能的发展如火如荼。为什么？,数据、算法、算力。数据像人类学习的知识，是人工智能算法极度依赖的基础。计算机学习海量的数据后才能具备智能。,人工智能的技术和应用现在到了什么程度，下一步的趋势走向哪里？这些技术和应用需要什么样的数据？,在数据堂，你可以：,1）和各大知名AI企业的技术专家沟通交流，参加各类AI行业会议；,2）深入了解AI行业的技术现状和趋势；,3）分析行业需要哪些数据，数据的具体指标是什么。",2-2.5万/月,北京-海淀区  |  2年经验  |  硕士  |  招1人  |  08-14发布,图像识别技术经理
南京中设航空科技发展有限公司,"岗位职责：,1、承担项目生产工作，如现场执行飞行航拍公路巡检、桥梁检测等； ,2、配合公司内部部门的技术支持工作，如：根据现场执行任务经验，提出应用系统优化建议； ,3、负责无人机和相关系统的日常维护；,任职要求：",6-8万/年,南京  |  2年经验  |  大专  |  招若干人  |  08-14发布,飞手（无人机驾驶员）
,,,,
江苏奥科网络科技有限公司,"1、按照公司的战略计划完成培训学校的年度培训任务；,2、负责每期学员的理论培训工作，包含理论考试、口试的培训；,3、负责每期学员的实践培训工作，包含实践考试（固定翼及多旋翼飞行动作）、地面站教学的培训；,4、不断总结教学经验，并改进教学方式、方法，提高教学效率和考试通过率；,5、教学前、教学后对无人机及配件进行保养、维修；,6、统筹教学现场、空域规划、维护和控制、现场调度等。,任职要求：,1、大专及以上学历，具备1-3年以上相关无人机飞行经验，或拥有熟练操控航模飞行的经验，有无人机教学培训经验者优先，个别能力突出者，学历条件可适当放宽；      , 2、持有（中国aopa）颁发的民用无人驾驶航空器系统驾驶员/机长/教员合格证，或者持有（中国aopa）颁发的民用无人驾驶航空器系统驾驶员理论教员培训学习合格证，多旋翼、固定翼任意一类均可优先考虑；                                          , 3、热爱无人机行业，有较强的沟通协调能力，熟悉培训工作流程和日常工作管理程序，具备良好的职业道德和教育教学能力，熟悉相关无人机机型的飞行原理及性能，能够完成无人机理论培训，熟练掌握无人机操控技术和地面站系统软件操作，熟悉无人机的组装、调试以及设备日常保养维护，能够完成实践培训工作。",4.5-6千/月,扬州  |  2年经验  |  大专  |  招2人  |  08-14发布,无人机培训师
虹软公司,"工作职责:,负责轮式机器人导航和路径规划以及避障算法的研发,任职资格:,1、控制工程、电子、计算机、机器人等相关专业，硕士以上学历,2、熟悉轮式机器人常见的定位导航，路径规划，避障算法；,3. 熟悉机器人运动控制算法的设计、开发与实现，如PID控制等；,4. 熟悉视觉、码盘、IMU、超声波、红外等传感器并了解其相关定位算法；,5. 熟悉Linux平台、ROS，熟练掌握C/C++，有较好的编程基础；,6、工作认真负责，学习能力强，英语技术文档阅读。,7、具有移动机器人（如AGV小车，无人驾驶，扫地机器人）实际项目开发经验优先,考虑",1.5-3万/月,杭州  |  1年经验  |  硕士  |  招1人  |  08-14发布,机器人路径规划算法工程师
北京主线科技有限公司,"  ,1、深入项目一线，负责项目内、外部沟通协调工作,  ,2、负责项目组月度计划的收集、整理；,  ,3、负责每日跟进项目进度，对项目开展过程中出现的问题作为接口人及时汇报上级解决,  ,4、负责整理、维护项目过程中所输出的重要文档,  ,5、协助CEO做好客户维系及商务拓展,  ,  ,  ,1、理工类本科及以上学历，有人工智能、无人驾驶、互联网等相关行业工作经验者优先,  ,2、具备公关、外联工作经验,  ,3、性格乐观开朗、积极向上，语言表达、沟通能力强，善于交流，有亲和力,  ,4、工作踏实，有责任心，具有抗压能力和良好的团队合作精神,  ,5、可接受短期频繁出差及创业团队工作方式，会开车,  6、注重公司机密，有团队合作意识和敬业精神,■我们的福利,  ,1、丰厚的薪资奖金，核心岗位期权奖励+提供北京/天津/上海市户口指标,  ,2、完善的七险一金（法定五险+补充医疗+意外险+公积金）,  ,3、弹性工作制、免费下午茶、丰富的团队活动及员工关怀活动,  ,4、人性化的福利保障制度，节假日补贴多多,  ,5、和善的老板及轻松的工作氛围,  ,6、地处北京中关村核心区，交通便利，办公环境高大上,  ,  ,7、实习生/应届生由资深工程师“一对一”带领指导，并对优秀者提供转正机会",1-1.5万/月,北京  |  无工作经验  |  本科  |  招若干人  |  08-14发布,总经理助理（需出差）
飞驰镁物（北京）信息服务有限公司上海分公司,"「站在科技与人文的十字路口」、「车联网」、「互联网思维」、「智能汽车」等等，这些耳熟能详的词语想必已经耳边出茧。,你是否羡慕过扎克伯格构建的《社交网络》世界？又是否推崇乔布斯的「stay hungry, stay foolish」？还是艳羡谷歌实验室的 Google Glass 和无人驾驶汽车？,那么，你又是否想过，自己也有可能打造出一款改变世界的产品？,别犹豫了，加入飞驰镁物吧，让我们一起来颠覆老旧传统的汽车，创造属于互联网的未来汽车吧！,我们需要你做这些事：,1、负责Android客户端代码的设计、开发和维护，并保证可扩展性；,2、根据项目需求和计划，按时完成设计、编程、调试和测试工作；,3、优化产品性能，解决App运行中出现的故障和问题；,4、负责技术难点攻关、核心功能开发任务的同时不断学习Android新产品开发技术，研究和探索创新的开发思路和最新的客户端技术。,我们希望你有这些能力：,1、计算机及相关专业本科以上学历，三年以上Android项目开发经验；,2、精通JAVA编程、JAVA核心类库和Android SDK，能编写UI控件；,3、熟悉Android Studio、Gradle、ADB、DDMS、Git开发环境及相关调优工具；,4、对 Android 系统应用管理、进程管理、内存管理机制有深入理解；,5、熟悉Anddroid平台网络数据传输，本地数据存储，以及UI框架部分；,6、能够发现开发中的一些潜在风险和问题并提前预警、规避；,7、工作积极主动，有强烈的责任感和严谨的工作作风，对移动产品有浓厚兴趣，具有良好的技术钻研能力和沟通能力。,工作地点：北京市朝阳区霞光里18号,工作性质：驻场项目，不调动不出差，缴纳五险一金,公司介绍,飞驰镁物是一家致力于围绕「智能汽车联网服务和共享服务」来提供产品、服务等解决方案的公司，我们的使命是创造未来汽车，实现汽车与互联网的跨界融合！,我们的创始团队成员来自于全球顶尖的IT公司、咨询公司、电信运营商、互联网公司和汽车制造商，团队成员都是极客范和技术控，并曾深度参与或主导过多个车联网项目，累计共参与了21家国内外车厂在中国的落地项目。他们的特长领域和专业能力能够覆盖车联网产业价值链的所有相关领域，同时在各个领域都有卓越的成功案例和经验，是当前国内经验最丰富的顶尖车联网团队。",2-2.5万/月,北京-朝阳区  |  5-7年经验  |  本科  |  招1人  |  08-14发布  |  英语熟练,Android开发工程师（派驻宝马）
深圳市绿色低碳发展基金会,"  ,  ,  ,  ,  ,*你将有机会接触绿色低碳领域求前沿的政策、技术、专家，与全球走在最前列的国内外知名低碳城市、政府机构、企业、学术机构交流与合作的机会；,  ,*基金会提供个人绿色发展基金，如果你的项目具有可持续运作潜力，并且你有能力拓展此业务，基金会将提供给你独立发展的平台及资金支持，你的项目可被独立孵化；,  ,*基金会多为80后，我们提供独立、开放、扁平化管理的工作氛围，需要由创业精神、独立创新能力的你加入我们；,  ,*我们提供完善的薪酬和休假体制，各类能力建设，相关培训、实践以及国内外同行学习交流的机会。,  ,工作职责：,  ,  ,      ,  ,      ,  ,        ,任职要求：,          ,  ,  ,  ,  ,欲了解更多关于基金会的信息，请访问http://www.gdfoundation.cn/,  ",1.5-2万/月,深圳-南山区  |  3-4年经验  |  硕士  |  招1人  |  08-14发布  |  英语精通,低碳技术专员
深圳市易成自动驾驶技术有限公司北京分公司,"岗位职责:,1、负责ROS系统在自动驾驶产品中的应用开发与优化；,2、融合移植基于ROS系统的激光、视觉、红外等传感模块，实现机器人运动规划。,3、能独立完成软件系统及模块的编码及测试；,4、根据项目具体要求，完成相关联技术项目的设计与开发。,基本要求:,1、2年以上产品开发经验，本科以上学历，计算机、电子、控制或相关专业；,2、熟悉ROS机器人系统技术体系，熟练掌握ROS开发工具，有不少于1年相关软件开发经历；,3、精通linux程序架构设计；精通C++或python；,4、熟悉机器人导航算法或机器人运动控制算法；,5、良好的团队沟通和协调能力，良好的学习能力，较强的责任感及进取精神。",1.5-3.5万/月,北京-朝阳区  |  无工作经验  |  本科  |  招2人  |  08-14发布,ROS系统开发工程师
杭州宏景智驾科技有限公司,"1.接待来访客户,2.快递收发管理,3.办公室员工考勤管理,4.高新技术项目的申报流程事务处理,5.办公用品采购和发放管理,6.固定资产管理,7.档案管理,8.员工差旅管理：住宿和交通工具的提前安排,8.简单财务工作：报销付款工作。财务资料整理。,9.领导交办的其他事项",4.5-6千/月,杭州-滨江区  |  2年经验  |  中专  |  招若干人  |  08-14发布,行政专员
