company,jobrequest,salary,tags,title
武汉傲睿尔科技有限公司,"岗位职责：,1、负责图像分割、目标提取等相关方向的研发工作；,2、包括但不限于算法的实现，调优，数据的获取和整理，开发文档的编写。,岗位要求：,1、计算机视觉、模式识别、图像处理、计算机相关专业；,2、具有扎实的数学基础，精通常见的机器学习、图像处理等相关算法，并在图像识别领域有应用经验,3、具备良好的编程能力和代码风格，熟悉C/C++或者Python开发；具备Unix/Linux环境开发经验，并至少掌握一门脚本语言；,4、熟悉物体（行人、车辆、人脸、通用目标）检测、跟踪与识别算法（如DeepID，Faster-Rcnn等）；熟悉语义分割相关算法（如FCN，CRFasRNN，Deeplab，PSPNet等）；,5、熟悉深度学习原理和模型，对至少一种深度学习训练工具有较深入的源码研究和一定的实践经验（Caffe/Theano/Keras/ConvNet/TensorFlow/Torch等）；",1-1.5万/月,武汉-东湖新技术产业开发区  |  无工作经验  |  招1人  |  08-14发布,深度学习算法工程师（图像识别）
浙江开心连连网络科技有限公司,"1、负责图像处理算法的设计、调试及实现； ,2、负责图像处理、图像增强、图像特征提取、识别、3D重建等算法的研究与开发； ,3、负责与移动机器人协调工作应用软件开发；,岗位要求：,1、本科以上学历，人工智能、计算机视觉、机器学习、人机交互、图像处理等相关专业； ,2、精通C/C++编程，熟悉Java、Python、Matlab等编程语言，有较强的工程能力和算法优化能力； ,3、具备静态图像特征识别的成熟经验，熟悉人脸识别、目标检测、跟踪和识别、图像处理等技术研发能力； ,4、熟悉常用的数字图像处理算法，目标跟踪算法，三维重建算法等； ,5、熟悉机器学习和深度学习相关算法； ,6、有静态图像特征识别开发项目经验经验者优先； ,7、有较强的逻辑思维能力和独立解决问题的能力； ,8、责任感强，工作认真负责，富有团队精神和敬业精神。",1.5-2万/月,杭州-拱墅区  |  3-4年经验  |  本科  |  招1人  |  08-14发布,图像识别工程师
杭州东信北邮信息技术有限公司,"岗位职责：,1. 从事物体检测、动作识别、运动分析、视频跟踪、图像识别检测、人脸识别、OCR识别等研发；,2. 能跟踪该领域的技术前沿；,3. 参与项目技术攻关，促进技术疑难问题的解决；,4. 结合应用场景, 综合考虑业务/数据/算法等因素,持续改进和优化产品性能；,基本条件：,1.本科以上学历，图像处理等计算相关专业，并有相关从业经验2年以上；,2. 对算法研发有强烈的兴趣，能深度学习；,3. 善于快速学习新知识，良好的表达和沟通能力；,4. 工作认真负责，严谨细致，工作目标明确，较强的沟通和抗压能力，有良好的创新意识和团队精神；,5. 985/211硕士以上优先。,岗位技能:,1. 能够独立承担独立模块；,2. 精通图像识别、图像处理相关算法，有良好的研究能力；,3. 精通C++编程和python；，快速编程能力强；,4.精通常用的计算机视觉库（opencv等），caffe，tensorflow，pytorch等开源库；,5.精通liunx编程,6. 具备较强的设计分析能力，将用户需求有效转化为技术架构与设计，并主动提出优化与提升方案；,7. 具备很强的自学与适应能力，能够快速掌握新程序设计语言与框架，迅速进入工作状态；,8. 具备较强的表达能力，技术文档撰写能力，逻辑清晰地表达与描述问题与方案。",1-1.5万/月,南京  |  2年经验  |  本科  |  招1人  |  08-13发布,图像识别开发工程师
江苏普旭软件信息技术有限公司,"1、负责从事深度学习框架搭建，包括机器学习、图像处理等的算法和系统研发；,2、监控场景下的图像视频分析算法开发，包括场所、装备等目标的检测、特征提取、跟踪、识别等算法的研究和实现；,3、利用深度学习算法进行大规模数据训练；,4、负责图像模式识别相关的算法模块的研发、优化、测试工作；,5、针对实际问题进行探索性研究,提出高效解决方案；,任职要求：,1、图像处理、模式识别、计算机视觉、机器学习、应用数学、计算机等相关专业方向，本科及以上学历；,2、至少熟悉一种深度学习神经网络框架或工具包，如Caffe、TensorFlow、MXNet、Theano、CNTK等；,3、有深度学习图像识别研发经验，对近似图像检索/识别有深入理解和丰富经验；,4、熟悉常用数字图像处理、计算机视觉和模式识别算法，有良好的数学功底；,5、熟练掌握图像处理、模式识别领域基本算法，熟练应用OpenCV相关的图像、视频库；,6、至少熟悉Python、Java、C/C++/C#等一种程序设计；,7、对机器学习和深度学习、计算机视觉、图像识别算法等新技术有强烈爱好；,8、能够流利阅读英文专业文献及技术文档；,9、有军工方向应用经验优先。",1.5-2万/月,南京-建邺区  |  无工作经验  |  招2人  |  08-14发布,算法工程师(计算机视觉、图像识别）
武汉天喻教育科技有限公司,"岗位职责：,1、负责OCR/OMR相关算法研究与产品开发，包括设计、调试及实现；,2、参与静态图像变换处理、图像增强、图像特征提取、识别等算法的研究与开发；,3、参与高性能图像服务器设计及开发；,4、持续改进、优化软件系统与业务功能。,任职要求：,1、计算机软件、数学、图像处理、模式识别等相关专业，本科以上学历；,2、熟悉图像处理与计算机视觉相关的理论知识；,3、熟悉计算机图像处理技术，熟练使用OpenCV3.x进行图像处理，熟悉如ImageMagick等开源图像处理库；,4、熟练掌握C/C++编程、具有独立进行软件系统及算法开发项目经验；,5、熟悉图像识别/模式识别算法和技术及人工智能在图像处理方向的发展趋势和现状；,6、责任心强，具有良好的团队合作精神，能够承受工作压力，能够快速解决软件系统的问题；,7、有OCR/OMR开发经验者优先。",1.2-2万/月,深圳  |  3-4年经验  |  本科  |  招3人  |  08-14发布  |  英语,图像识别算法工程师（深圳）12000-20000/月薪
北京创景咨询有限公司,,1-2万/月,北京-海淀区  |  无工作经验  |  本科  |  招3人  |  08-14发布,机器学习（图像识别、分析）
杭州沃朴物联科技有限公司,"岗位职责：,在手机上处理用户的拍照和视频，研究基于深度学习的标签自然特征检测和识别，包括算法实现，实验，优化等工作。,任职要求：,1. 计算机及相关专业本科及以上学历；,2. 熟悉图像处理基本方法(边缘检测，区域提取，高低通滤波，特征提取)；,3. 熟悉机器学习算法(例如 LR, SVM, ANN等)和深度学习算法CNN等；,4. 有OCR或文字检测等相关研究或项目经验；,5. 了解常见开源库 OpenCV, theano, caffe；,6. 熟悉linux开发环境，熟悉C++语言，Python语言；,7. 有GPU编程经验者优先；,8. 优秀的分析和解决问题的能力，对挑战性问题充满激情；,9. 具备良好的团队合作精神，较强的沟通能力。",1-1.5万/月,杭州-余杭区  |  1年经验  |  硕士  |  招1人  |  08-13发布  |  英语,图像识别工程师
文思海辉技术有限公司Pactera Technology International Limited,,1.5-2万/月,上海  |  3-4年经验  |  本科  |  招3人  |  08-13发布  |  良好,图像识别开发工程师(职位编号：497159853315381)
南昌市微轲联信息技术有限公司,"1、参与不同场景的图像处理和图像分割识别模块的开发；,2、参与公司业务相关的数据挖掘；,3、跟踪前沿算法进展和发展趋势。,任职要求：,1、本科及以上学历，计算机、自动化、数学、统计学等相关专业， 2年以上工作经验，熟悉python；,2、熟悉图像识别基本原理，并有实际项目经验；,3、熟悉一下至少一种深度学习框架： mxnet、pytorch、tensorflow。,公司福利：,1、上班时间：08:30-12:00,13:30-17:30，提供中餐；,2、五险一金，试用期三个月，转正后有公积金；,3、周末双休，休息日加班，后期可调休；,4、节日福利，生日福利。,PS：有意向者可投递简历,联系电话：18702638428（左***）",0.8-1.2万/月,南昌  |  2年经验  |  本科  |  招3人  |  08-13发布  |  计算机科学与技术 软件工程,图像识别算法工程师
浙江慧脑信息科技有限公司,,0.8-3万/月,杭州  |  2年经验  |  本科  |  招若干人  |  08-13发布  |  英语,图像识别专家
广州市讯码通讯科技有限公司,"1、针对室内场景,设计并实现手势识别和控制算法；,2、针对室内场景,设计并实现人体语义分割,姿态识别,动作相似度匹配算法；,3、针对嵌入式设备, 优化算法和模型。,1、 硕士及以上学历，计算机、自动化、电子信息、通信工程等相关专业；,2、1年以上相关经验，熟悉常用的图像处理算法原理及应用，有人工智能、深度学习相关项目经验；,3、有体感类相关产品开发经验优先；,4、有深度学习模型开发经验，实现过DNN、LSTM、CNN等神经网络者优先；,5、扎实的C/C++、Python 编程基础，熟悉OpenCV、OpenCL，熟悉Linux平台。",2-2.5万/月,广州-番禺区  |  1年经验  |  硕士  |  招1人  |  08-13发布,图像识别算法工程师
阿里巴巴集团,,,杭州  |  3-4年经验  |  本科  |  招2人  |  08-14发布,淘宝技术部-图像识别产品专家（OCR方向）(职位编号：GP055728)
上海古鳌电子科技股份有限公司,"1、负责图像处理及识别相关算法移植；,2、负责图像类集成项目的项目开发以及现场实施工作；,任职要求：,1、本科及以上学历，计算机视觉，图像处理，机器学习，模式识别等相关专业；,2、熟悉OpenCV，CNN，frcnn，FCN，RNN，及常用机器学习算法并有实践经验；,3、有基于深度学习的物体识别，人脸识别及物体检测算法项目经验者优先；,4、通过软考或电子竞赛得奖者优先；,5、有较强的沟通能力及团队协作能力；,6、有良好的编程习惯，熟练使用C/C++语言；,7、有高质量论文发表或者图像实际应用项目经验者优先。",1.5-3万/月,上海-普陀区  |  3-4年经验  |  本科  |  招2人  |  08-14发布,图像识别工程师
厦门金龙联合汽车工业有限公司,,0.8-1万/月,厦门  |  无工作经验  |  本科  |  招1人  |  08-14发布,图像识别法工程师
周生生钻石（广东）有限公司,"1、与生产部门沟通生产过程中存在的设备和工艺问题，分析总结出改进需求,  2、研讨、评估设备仪器的设计方案，提出可行性建议方案,  3、负责新产品的原理图设计、软件程序编写、硬件调试等；,  4、负责智能化系统方案的总体规划，以及系统配置方案；,任职要求：,  1、具有计算机科学、电子工程和软件工程等相关专业背景,  2、关注人工智能基础支撑硬件或数据平台基础，包括有关机器识别与深度学习的算法和技术设计.,  3、熟悉图像处理的各种算法,  4、熟悉C、C++、Java等编程技术,  5、创新能力、学习能力出众,  6、专业知识扎实，工作认真负责，思维灵活，细致严谨，富有团队协作精神,  备注：薪酬范围显示数据不作参考，将执行公司薪酬制度",0.4-1.5万/月,佛山-顺德区  |  2年经验  |  招1人  |  08-14发布,高级图像识别工程师
广东星舆科技有限公司,"福利待遇：,1、国家法定节假日、带薪年假、股票期权；,2、五险一金基本保障，入职当月即缴纳社保(当月15日后入职的次月缴纳社保)；,3、极具竞争力的薪酬，年终奖金另计；,4、定期团队活动、年会；各类过节福利、节日礼品、慰问金等；,5、晚七点餐补、晚九点的士补；还有不定期聚餐、旅游、水果、下午茶等；,6、公司处广电科技园内，风景雅致，有大型员工餐厅；公司设有冰箱、微波炉等，可自带饭菜；也可由前台统一订购外卖；,7、浓郁的科技创新氛围，务实扁平化组织；和谐、融洽、分享的工作氛围，更有nice的领导，牛人大咖的指引；,8、符合落户条件者，公司负责办理广户手续及报销费用。,赶快加入吧！人事邮箱；jobs@starcart.cn，地址；天河区平云路广电科技大厦305室，官网：http://www.starcart.cn",2-3万/月,广州-天河区  |  2年经验  |  硕士  |  招3人  |  08-14发布,高级图像识别算法工程师
北京慧荣和科技有限公司,,2-2.5万/月,北京-通州区  |  2年经验  |  大专  |  招若干人  |  08-14发布,图像识别和处理
武汉虹识技术有限公司,"岗位职责：,1、开发、升级与维护虹膜生物识别算法部分核心组件，并开发基于该算法的各种系统级应用；,2、从源代码级开发人脸和眼球跟踪算法并与虹膜识别算法有机集成；,3、与数据信号处理工程师一起完成以上算法在TI DSP上的嵌入式实现；,4、为芯片设计工程师对算法的硬件实现提供协助。,任职要求：,1、在图像识别领域有博士学位或者相关领域有1年及以上工作经验的硕士学位，同时也欢迎相关专业的优秀应届生的加入；,2、在数学、模式识别、图像处理、计算机视觉、人工智能、信号处理等方面具有扎实的基础；,3、熟练使用C/C++进行程序开发；,4、具有创新精神，学习能力强，英文读写能力强；,5、工作积极主动，有良好的沟通和协作能力，团队意识强；,6、具有虹膜识别、人脸识别、指纹识别等相关项目开发经验者优先。",0.8-1.5万/月,武汉  |  无工作经验  |  本科  |  招1人  |  08-14发布,图像识别算法设计师
上海程科电子科技有限公司,"岗位描述：,1 负责图像/视频智能识别算法研究与实现；,2 算法验证、优化与测试；,3 负责公司图像识别产品的开发；,岗位要求：,1 模式识别、图像处理、应用数学、计算机科学与技术等专业及相关专业本科及以上学历；,2 2年以上相关工作经验或2年以上在校相关研究经验，在校期间从事图像模式识别算法研究者优先考虑；,3 熟悉常用的数字图像处理算法,能应用matlab或OpenCv等工具进行图像分析；,4 熟悉模板匹配或神经网络算法，且有字符识别相关经验者优先考虑,；,5 具有较强的分析能力和较强的创新意识，善于发现问题并提出可行性解决方案；,6 有较强的沟通能力和书面表达能力；",1-1.5万/月,上海-徐汇区  |  无工作经验  |  本科  |  招1人  |  08-14发布,图像识别算法工程师
湖北微模式科技发展有限公司,"1.开展机器学习/深度学习等相关领域研究和开发工作，特别是基于深度学习的人脸、生物识别领域的研发；,2.负责或参与深度学习框架搭建，包括机器学习、图像处理等算法和系统研发；,3.支持公司相关产品的深度学习模块研发；,4.跟踪及研究深度学习前沿技术。,岗位要求：,1、模式识别、计算机视觉等相关专业硕士及以上学历，博士优先；,2、在图像、计算机视觉等方面有实际项目研发经历；,3、在深度学习、模式识别或图像处理方面有较丰富的研发经验；,4、在图像识别等相关领域有研发经历；,5、熟悉常用深度学习框架（如 Caffe，Tensorflow 或 Torch 等）；,6、有较强的算法分析和实现能力,熟练掌握 C/C++/Python 等编程语言，有 Linux 开发经验；,7、善于分析和解决问题，富有想象力和学习能力，良好的团队合作精神。",2-5万/月,武汉-洪山区  |  3-4年经验  |  硕士  |  招2人  |  08-14发布,高级图像识别算法工程师（人脸）
武汉虹信技术服务有限责任公司,,1-1.5万/月,武汉  |  无工作经验  |  本科  |  招1人  |  08-14发布,图像识别工程师
杭州大盒子汽车服务有限公司,"岗位职责：,1、负责车牌识别、车型、车系等及人脸识别包括检测、识别、跟踪等技术研究；,2、负责其他图像识别类技术研究。,岗位要求：,1、精通图像识别理论和算法，对人脸识别相关算法及应用有深入了解，有商用级别的产品研发经验优先考虑；,2、对机器学习、深度学习有较深理解和应用，能独立开展研发工作；    ,3、极佳的工程实践能力，熟练使用C/C++、Python、Java等至少一门语言；    ,4、思维活跃，能快速学习新知识。",1.5-3万/月,杭州-余杭区  |  无工作经验  |  招1人  |  08-14发布,图像识别算法工程
上海望达企业管理有限公司,,1.5-2万/月,上海  |  无工作经验  |  招1人  |  08-14发布,外资图像识别软件开发工程师
沈阳美行科技有限公司,,2-2.5万/月,沈阳-浑南区  |  无工作经验  |  博士  |  招2人  |  08-14发布,图像识别算法工程师-博士学位
上海资汇信息科技有限公司,"1、,以上学历，图像处理、机器学习、模式识别等相关专业；",1-2.5万/月,上海-普陀区  |  1年经验  |  本科  |  招1人  |  08-14发布  |  计算机科学与技术,图像识别算法工程师
万得信息技术股份有限公司（Wind资讯）,"岗位职责：  ,1、负责图像识别、图像分类、物体检测等计算机视觉技术相关研究开发工作；,2、图像的去重，敏感图片检测等具体功能的开发；,3、图片合成，图像分层抽取，自动抠图等功能的设计和开发；,4、图像分类、图像生成等服务研发。,  ,岗位要求：,1、硕士及其以上学历，图像处理、计算机视觉、机器学习、深度学习等研究方向；,2、熟练掌握基于OpenCV的图像处理算法开发，对于图像特征点检测，局部不变图像特征，相似图片检索，图片识别有深入的理解  ,3、熟练掌握基于TensorFlow、pytorch、keras等至少一种框架；,4、熟悉机器学习、深度学习的数学原理，并具有较强的应用能力；,5、具有良好的英文论文阅读能力。,6、对数据敏感，善于思考，具备不断发现并解决问题的能力；,、工作踏实上进，有良好的团队合作意识。,  , ",3-5万/月,南京-建邺区  |  无工作经验  |  本科  |  招1人  |  08-14发布,图像识别带头人
太平洋网络,"工作内容：,1. 帮助部门搭建智能分析框架和流程；,2. 结合机器学习技术实现公司业务需求 ；,任职要求：,1. 数学计算机相关专业本科或者以上，在读研究生亦可,2. 熟悉传统机器学习和深度学习基础，了解各种机器学习算法及应用场景。（如逻辑回归、SVM/AdaBoost/Logistic Regression等算法、神经网络、决策树、贝叶斯等），有过实际产品经验优先。,3.熟悉python，熟悉TensorFlow，keras 机器学习的算法和技术,4.做过图像目标检测，具有一定的经验。,5.有过自然语言处理 经验的亦可优先考虑。",1-1.5万/月,广州  |  1年经验  |  本科  |  招1人  |  08-14发布,图像识别工程师
德联易控科技（北京）有限公司,"任职资格：,1、计算机、数学、图像处理、信息工程等相关专业的本科及以上学历，,；,2、具备2年以上图像处理开发经验，对具有利用深度学习进行图像处理相关经验者优先，有反欺诈项目经验者优先；,3、具有海量图片标签、分类和识别的相关经验；,4、熟悉各类基本的计算机视觉和图像特征提取算法，有图像识别等方面项目经验者优先；,5、能独立完成相关算法的设计和编码工作；,6、掌握深度学习相关知识，熟悉至少一种深度学习训练工具；熟悉深度学习的常用模型，CNN、RNN、ReNN和LSTM等；熟悉Caffe、Tensorflow和keras等深度学习框架；,7、熟悉常用机器学习算法，决策树、贝叶斯、支持向量机等；,8、熟悉Python编程，有一定数据库基础； ,9、熟悉图像识别领域的常见工具如OpenCV等；,10、具备较强的分析问题和解决问题的能力；,11、工作认真负责，严谨细致，有良好的创新意识、沟通能力和团队合作精神 ,岗位职责：,1、负责图像处理、图像识别、目标检测分析、车险反欺诈的设计、实现、验证；,2、完成领导交代的其他任务；",2.5-3.5万/月,北京-朝阳区  |  3-4年经验  |  本科  |  招1人  |  08-14发布  |  英语熟练  |  计算机科学与技术 信息与计算科学,图像识别算法工程师
赛特斯信息科技股份有限公司,"工作职责：,1、负责图像识别及视频分析算法和系统（交通、电网、安防领域）的评估及选型；,2、负责图像识别及视频分析算法的开发及验证；,3、配合系统分析人员完成算法系统的设计及方法选型；,4、跟踪图像算法和深度学习的前沿技术；,5、负责相关文档的撰写和完善。,任职资格：,1、计算机相关专业本科及以上学历；,2、具有两年以上的视频图像处理领域算法研究与开发的经验；,3、精通C++语言编程，面向对象的编程，熟悉LINUX环境；,4、熟悉OpenCV、Dlib、Halcon等计算机视觉算法开发库，熟悉数字图像及视频处理的基本算法，对计算机视觉有深入了解；,5、熟悉机器学习常用算法以及Caffe、Yolo、TensorFlow等深度学习框架；,6、对以下至少一个领域有深入的研究和理解：目标检测、图像分类、目标跟踪、行为分析、视频拼接；,7、工作踏实认真，有良好的沟通协作能力和较强的抗压能力。,待·遇·面·议",1-2万/月,南京  |  3-4年经验  |  本科  |  招1人  |  08-14发布,图像识别算法工程师
成都赫尔墨斯科技股份有限公司,"岗位职责：,1) 负责公司低空防御产品中图像识别算法研究与设计；,2) 负责低空防御产品中探测/识别模块的开发，解决开发过程中遇到的技术问题；,3) 协助项目经理或产品主管完成其他产品或项目中图像识别相关的模块的实施；,4) 积极研究图像识别相关的新技术。,岗位要求：,1) 大学本科以上学历，985、211院校优先，研究生学历优先；,2) 5年以上工作经验，3年以上图像识别或智能算法方面相关经验；,3) 有良好的沟通、理解能力，团队协作能力，逻辑思维能力强，并且能够独立思考虑以及解决问题。,4) 熟练掌握C/C++编程语言，熟悉OpenCV/OpenGL优先。,5) 掌握多线程、网络、GDI等编程技术；熟悉常用界面开发库，如QT，MFC等。,6) 熟练使用stl标准库，熟悉常用数据结构算法等。,7) 有模式识别，机器学习，特征提取等相关研究经验者优先。",1-1.5万/月,成都  |  无工作经验  |  招1人  |  08-14发布,图像识别工程师
数据堂（北京）科技股份有限公司,"岗位职责：,1、深入了解和分析人脸、人体、无人驾驶等图像识别领域的技术现状和趋势,2、根据技术现状和趋势，规划需要的数据产品,3、拟定规划数据的详细制作标准,4、研发关键的图像识别算法,任职要求：,1、熟悉模式识别的原理；,2、自动化、模式识别等相关专业；,3、硕士学历以上或在图像行业有三年以上经验,4、对图像行业有深刻及前瞻性的了解;,5、积极外向、善于沟通。,人工智能的发展如火如荼。为什么？,数据、算法、算力。数据像人类学习的知识，是人工智能算法极度依赖的基础。计算机学习海量的数据后才能具备智能。,人工智能的技术和应用现在到了什么程度，下一步的趋势走向哪里？这些技术和应用需要什么样的数据？,在数据堂，你可以：,1）和各大知名AI企业的技术专家沟通交流，参加各类AI行业会议；,2）深入了解AI行业的技术现状和趋势；,3）分析行业需要哪些数据，数据的具体指标是什么。",2-2.5万/月,北京-海淀区  |  2年经验  |  硕士  |  招1人  |  08-14发布,图像识别技术经理
小黄狗环保科技有限公司,"1、负责基于图像的图像处理、检测算法和识别算法的设计、开发、代码调试；,2、熟悉opencv，有一定的机器视觉开发经验、模式识别经验或图像处理经验；,3、研究行业内新的技术、算法，不断提高系统对图形图像识别的效率与准确率；,4、参与公司核心算法的研发，针对实际场景，进行模型选择、设计、开发及调试；指导相应的数据收集及标注工作；,任职资格：,1、计算机、数学、图像处理、模式识别等相关专业；,2、熟悉opencv、模式识别、皮肤识别、目标检测等；,3、有特征提取、图像修复、抠像等开发经验；,4、有扎实的编程功底和编程经验，熟悉C++语言，至少3年开发经验；,5、有Linux开发经验。,6、思维敏捷、自学能力强、接受能力强，有创新精神，善于沟通，有团队精神和责任心，能够承受较大的工作压力，对工作有高度责任感，有一定的团队合作意识。",50-80万/年,东莞  |  无工作经验  |  招1人  |  08-14发布,图像识别研发工程师
广州三拓识别技术有限公司,"1、负责机器视觉项目的软件开发、设计工作；,2、负责设备视觉部分选型（相机、镜头、光源等）以及视觉工具算法的确定；,3、确定视觉检测算法及软件的编写；,4、跟进客户现场视觉系统的安装调试工作、编写视觉项目操作手册，对视觉软件的调试和运用做好培训。,任职要求：,1、计算机、图像处理、自动化、光学相关专业，本科及以上学历；,2、会用编程语言,3、熟悉机器视觉镜头，光源，相机的特点和选型，熟练进行视觉系统的搭建和结构设计；,4、熟悉图像处理常用算法原理，并能够灵活运用算法进行图像匹配、定位、分割和识别,5、,6、,7、一年以上,8、能接受国内1个月内的出差安排；,注：以上条件如熟练程度稍逊，或只有部分几项符合要求，将安排应聘机器视觉助理工程师、或技术员等相关岗位。",0.8-1.5万/月,广州-黄埔区  |  1年经验  |  本科  |  招3人  |  08-14发布  |  普通话  |  电气工程及其自动化 软件工程,机器视觉/算法/图像识别/软件工程
准动网络科技（厦门）有限公司,,1-2万/月,厦门  |  无工作经验  |  本科  |  招2人  |  08-14发布,图像识别工程师
